,gts,preds
8137,0,0
8138,2,2
8139,8,0
8140,0,8
8141,0,8
8142,0,0
8143,0,0
8144,0,0
8145,0,0
8146,0,0
8147,0,0
8148,8,8
8149,0,0
8150,0,0
8151,8,14
8152,0,0
8153,0,0
8154,0,0
8155,0,4
8156,1,0
8157,0,0
8158,0,0
8159,0,15
8160,0,0
8161,14,14
8162,4,4
8163,0,0
8164,1,0
8165,0,0
8166,0,0
8167,8,0
8168,0,0
8169,0,14
8170,1,15
8171,3,3
8172,0,0
8173,0,0
8174,0,0
8175,0,0
8176,0,0
8177,0,0
8178,1,9
8179,0,0
8180,0,0
8181,0,0
8182,0,0
8183,0,0
8184,8,8
8185,8,8
8186,9,4
8187,8,8
8188,0,0
8189,0,0
8190,0,0
8191,0,0
8192,0,0
8193,3,3
8194,0,4
8195,8,8
8196,0,0
8197,2,3
8198,1,0
8199,0,0
8200,8,8
8201,8,0
8202,15,14
8203,8,4
8204,0,0
8205,0,1
8206,0,0
8207,2,2
8208,0,0
8209,0,0
8210,4,4
8211,0,0
8212,8,8
8213,0,0
8214,0,0
8215,3,3
8216,0,0
8217,0,0
8218,0,0
8219,0,0
8220,0,0
8221,1,4
8222,0,0
8223,0,0
8224,0,0
8225,0,0
8226,0,4
8227,3,3
8228,0,0
8229,1,0
8230,15,0
8231,13,2
8232,0,0
8233,0,0
8234,0,0
8235,1,1
8236,0,8
8237,8,2
8238,8,8
8239,8,4
8240,0,2
8241,0,4
8242,0,0
8243,0,0
8244,0,0
8245,0,0
8246,0,0
8247,0,8
8248,0,0
8249,0,0
8250,0,4
8251,0,0
8252,0,0
8253,0,0
8254,0,0
8255,3,8
8256,0,0
8257,0,0
8258,0,0
8259,2,2
8260,0,0
8261,0,0
8262,0,0
8263,0,0
8264,8,8
8265,0,0
8266,0,0
8267,0,4
8268,0,0
8269,0,0
8270,0,0
8271,0,0
8272,3,3
8273,0,0
8274,0,0
8275,0,0
8276,1,1
8277,0,0
8278,0,0
8279,0,0
8280,0,0
8281,0,0
8282,0,0
8283,0,8
8284,0,0
8285,0,0
8286,8,0
8287,15,15
8288,8,0
8289,3,3
8290,0,0
8291,0,0
8292,0,0
8293,0,0
8294,0,0
8295,4,4
8296,4,4
8297,0,0
8298,0,0
8299,0,0
8300,1,15
8301,0,0
8302,0,0
8303,1,1
8304,0,0
8305,0,0
8306,0,0
8307,2,2
8308,2,2
8309,14,14
8310,0,0
8311,0,4
8312,1,1
8313,2,12
8314,0,0
8315,8,8
8316,0,0
8317,0,0
8318,3,3
8319,0,0
8320,0,0
8321,8,4
8322,0,0
8323,0,4
8324,0,0
8325,1,0
8326,0,0
8327,2,2
8328,0,8
8329,0,8
8330,0,4
8331,0,0
8332,0,0
8333,0,0
8334,0,4
8335,4,8
8336,0,0
8337,0,0
8338,0,0
8339,0,0
8340,8,8
8341,0,0
8342,0,0
8343,0,0
8344,1,3
8345,9,9
8346,0,1
8347,2,2
8348,14,14
8349,2,0
8350,0,0
8351,0,0
8352,0,2
8353,3,10
8354,0,0
8355,15,0
8356,0,0
8357,0,0
8358,0,0
8359,0,11
8360,0,0
8361,0,0
8362,0,0
8363,0,0
8364,0,0
8365,0,0
8366,0,0
8367,6,6
8368,0,0
8369,0,0
8370,0,0
8371,4,4
8372,0,0
8373,0,0
8374,0,0
8375,2,2
8376,0,0
8377,1,1
8378,8,6
8379,2,2
8380,0,0
8381,0,8
8382,0,0
8383,0,0
8384,0,0
8385,0,11
8386,0,0
8387,0,0
8388,0,0
8389,0,0
8390,0,0
8391,0,8
8392,8,8
8393,0,0
8394,0,0
8395,0,0
8396,0,0
8397,0,0
8398,0,1
8399,8,11
8400,3,3
8401,0,0
8402,0,0
8403,9,9
8404,15,8
8405,0,0
8406,0,0
8407,1,1
8408,2,2
8409,3,3
8410,8,0
8411,4,4
8412,0,0
8413,8,0
8414,0,0
8415,8,8
8416,0,0
8417,1,1
8418,0,0
8419,1,9
8420,0,11
8421,8,14
8422,1,4
8423,2,2
8424,1,1
8425,0,15
8426,0,0
8427,0,0
8428,0,0
8429,0,0
8430,0,0
8431,1,1
8432,1,9
8433,8,8
8434,15,15
8435,0,0
8436,0,0
8437,0,0
8438,0,0
8439,0,0
8440,0,1
8441,0,0
8442,0,0
8443,0,0
8444,0,0
8445,0,0
8446,6,6
8447,0,0
8448,0,8
8449,8,11
8450,8,4
8451,1,1
8452,8,8
8453,0,0
8454,6,6
8455,1,1
8456,0,0
8457,0,0
8458,0,0
8459,0,0
8460,0,0
8461,8,1
8462,0,0
8463,0,0
8464,8,4
8465,4,4
8466,0,0
8467,0,0
8468,4,4
8469,8,4
8470,0,0
8471,2,8
8472,0,0
8473,0,0
8474,0,0
8475,0,0
8476,0,0
8477,0,0
8478,0,3
8479,0,5
8480,0,9
8481,0,0
8482,3,3
8483,0,0
8484,0,0
8485,0,0
8486,8,4
8487,0,8
8488,0,0
8489,0,0
8490,1,15
8491,1,1
8492,0,0
8493,0,8
8494,0,8
8495,0,0
8496,0,8
8497,14,14
8498,8,8
8499,8,8
8500,0,0
8501,0,0
8502,0,0
8503,8,0
8504,0,0
8505,0,0
8506,0,0
8507,0,0
8508,11,11
8509,3,3
8510,2,2
8511,0,0
8512,0,0
8513,0,0
8514,8,8
8515,0,0
8516,0,0
8517,0,0
8518,0,0
8519,0,8
8520,0,0
8521,1,15
8522,0,0
8523,0,0
8524,0,8
8525,0,0
8526,0,0
8527,0,0
8528,4,4
8529,0,0
8530,0,0
8531,0,0
8532,0,0
8533,0,15
8534,0,0
8535,1,1
8536,1,8
8537,4,8
8538,15,9
8539,0,0
8540,0,0
8541,4,4
8542,0,0
8543,0,0
8544,0,0
8545,6,6
8546,5,5
8547,0,0
8548,0,0
8549,0,0
8550,3,3
8551,0,0
8552,8,8
8553,0,15
8554,0,6
8555,0,0
8556,0,8
8557,0,0
8558,0,0
8559,0,0
8560,0,0
8561,0,0
8562,0,0
8563,0,0
8564,0,0
8565,0,4
8566,0,0
8567,0,0
8568,8,8
8569,8,8
8570,0,15
8571,4,4
8572,0,0
8573,3,3
8574,8,8
8575,0,0
8576,0,0
8577,0,12
8578,0,0
8579,14,14
8580,0,0
8581,0,0
8582,0,0
8583,0,0
8584,0,8
8585,4,8
8586,0,0
8587,0,4
8588,0,0
8589,0,8
8590,0,0
8591,2,2
8592,0,0
8593,0,0
8594,0,0
8595,0,0
8596,13,0
8597,11,11
8598,0,8
8599,15,0
8600,15,15
8601,0,0
8602,0,0
8603,0,0
8604,3,8
8605,2,2
8606,0,8
8607,0,0
8608,0,8
8609,0,0
8610,0,0
8611,0,0
8612,15,15
8613,0,8
8614,0,0
8615,0,4
8616,0,0
8617,0,3
8618,0,0
8619,0,3
8620,0,0
8621,0,0
8622,4,4
8623,0,0
8624,0,0
8625,0,0
8626,0,0
8627,15,15
8628,8,8
8629,8,8
8630,0,0
8631,0,0
8632,0,0
8633,0,0
8634,0,8
8635,8,8
8636,0,0
8637,2,2
8638,0,0
8639,0,0
8640,15,15
8641,0,0
8642,4,4
8643,4,4
8644,3,15
8645,0,0
8646,0,0
8647,0,0
8648,0,0
8649,0,15
8650,6,6
8651,0,0
8652,0,4
8653,0,0
8654,0,0
8655,0,0
8656,1,4
8657,0,0
8658,0,8
8659,0,0
8660,0,0
8661,0,0
8662,0,0
8663,0,0
8664,15,15
8665,14,14
8666,0,0
8667,0,0
8668,0,0
8669,0,0
8670,0,4
8671,9,9
8672,15,15
8673,0,15
8674,0,0
8675,1,8
8676,9,9
8677,8,8
8678,4,4
8679,8,4
8680,0,0
8681,0,0
8682,0,0
8683,0,0
8684,0,0
8685,0,0
8686,6,1
8687,0,8
8688,0,8
8689,0,0
8690,0,0
8691,0,4
8692,0,0
8693,0,8
8694,0,0
8695,0,0
8696,0,1
8697,8,0
8698,0,0
8699,0,0
8700,0,0
8701,1,0
8702,0,0
8703,0,0
8704,0,0
8705,0,0
8706,0,0
8707,1,1
8708,8,8
8709,0,0
8710,0,0
8711,0,4
8712,8,4
8713,0,0
8714,0,0
8715,0,0
8716,4,4
8717,0,0
8718,0,0
8719,1,0
8720,8,15
8721,0,0
8722,0,0
8723,0,4
8724,0,5
8725,0,0
8726,0,4
8727,0,0
8728,0,0
8729,0,0
8730,0,0
8731,0,0
8732,0,0
8733,0,0
8734,0,4
8735,4,4
8736,0,0
8737,1,1
8738,0,0
8739,0,0
8740,0,0
8741,0,0
8742,0,4
8743,0,0
8744,0,0
8745,0,0
8746,0,0
8747,0,1
8748,0,0
8749,8,0
8750,0,4
8751,0,15
8752,1,0
8753,0,0
8754,3,3
8755,0,0
8756,0,4
8757,0,0
8758,0,0
8759,0,0
8760,1,1
8761,0,1
8762,0,0
8763,0,0
8764,0,3
8765,0,0
8766,4,8
8767,0,0
8768,0,4
8769,15,0
8770,0,0
8771,8,14
8772,8,4
8773,0,0
8774,0,0
8775,0,0
8776,8,8
8777,15,14
8778,0,0
8779,0,0
8780,0,0
8781,0,0
8782,0,0
8783,0,8
8784,0,0
8785,0,0
8786,0,0
8787,0,6
8788,0,0
8789,0,0
8790,0,0
8791,0,4
8792,0,0
8793,14,14
8794,0,0
8795,0,0
8796,0,0
8797,0,0
8798,0,0
8799,0,0
8800,0,12
8801,0,0
8802,0,0
8803,0,0
8804,0,0
8805,0,0
8806,0,0
8807,0,4
8808,0,0
8809,0,0
8810,0,0
8811,0,8
8812,0,0
8813,0,4
8814,0,0
8815,6,6
8816,0,0
8817,0,4
8818,1,15
8819,0,0
8820,0,0
8821,0,0
8822,0,0
8823,0,0
8824,0,0
8825,1,1
8826,0,0
8827,0,0
8828,0,0
8829,0,0
8830,0,0
8831,2,8
8832,0,15
8833,0,0
8834,0,0
8835,0,8
8836,0,0
8837,0,6
8838,0,0
8839,8,3
8840,0,0
8841,0,0
8842,0,0
8843,3,4
8844,4,8
8845,0,0
8846,0,0
8847,0,0
8848,0,0
8849,0,4
8850,0,0
8851,0,0
8852,0,0
8853,15,14
8854,0,0
8855,0,0
8856,1,9
8857,0,4
8858,3,3
8859,0,0
8860,0,0
8861,2,6
8862,6,6
8863,2,2
8864,0,0
8865,0,0
8866,0,4
8867,0,0
8868,0,0
8869,0,0
8870,9,6
8871,0,0
8872,0,0
8873,0,0
8874,0,0
8875,0,0
8876,14,14
8877,0,0
8878,3,3
8879,0,4
8880,1,0
8881,0,0
8882,0,0
8883,0,0
8884,3,3
8885,0,0
8886,0,0
8887,0,0
8888,0,0
8889,0,0
8890,0,0
8891,0,0
8892,0,0
8893,0,0
8894,0,0
8895,0,0
8896,0,6
8897,0,0
8898,0,0
8899,1,8
8900,15,15
8901,0,0
8902,0,0
8903,0,0
8904,0,0
8905,2,2
8906,0,0
8907,0,0
8908,0,0
8909,0,0
8910,0,0
8911,0,0
8912,0,0
8913,0,0
8914,1,1
8915,8,14
8916,3,8
8917,15,15
8918,0,0
8919,0,0
8920,0,0
8921,8,8
8922,8,8
8923,0,0
8924,0,0
8925,0,0
8926,4,8
8927,0,4
8928,0,0
8929,0,0
8930,0,0
8931,15,4
8932,0,0
8933,6,6
8934,0,0
8935,0,0
8936,0,0
8937,1,11
8938,4,4
8939,0,0
8940,0,0
8941,0,4
8942,0,0
8943,0,0
8944,0,1
8945,8,14
8946,0,0
8947,6,6
8948,0,0
8949,0,0
8950,0,0
8951,0,0
8952,0,15
8953,0,0
8954,3,5
8955,6,6
8956,0,0
8957,0,0
8958,0,0
8959,8,8
8960,0,0
8961,1,1
8962,0,0
8963,0,0
8964,0,8
8965,0,0
8966,0,0
8967,0,1
8968,10,3
8969,0,0
8970,0,0
8971,8,8
8972,8,14
8973,0,0
8974,0,0
8975,0,0
8976,0,0
8977,8,14
8978,0,0
8979,0,0
8980,8,8
8981,0,8
8982,8,4
8983,0,15
8984,8,0
8985,0,0
8986,0,0
8987,8,2
8988,0,4
8989,0,0
8990,0,0
8991,8,4
8992,0,0
8993,14,14
8994,4,4
8995,0,8
8996,8,8
8997,5,5
8998,0,0
8999,0,0
9000,0,8
9001,8,8
9002,0,0
9003,0,0
9004,0,6
9005,0,4
9006,8,14
9007,0,0
9008,8,0
9009,0,6
9010,8,15
9011,0,5
9012,0,4
9013,0,0
9014,0,0
9015,4,4
9016,8,0
9017,0,0
9018,0,4
9019,14,4
9020,8,4
9021,0,0
9022,0,0
9023,0,6
9024,8,0
9025,8,8
9026,1,0
9027,0,0
9028,0,0
9029,0,14
9030,14,14
9031,0,0
9032,4,4
9033,0,4
9034,8,4
9035,0,0
9036,0,4
9037,0,0
9038,0,0
9039,8,14
9040,4,4
9041,3,14
9042,0,5
9043,0,0
9044,0,0
9045,0,4
9046,0,0
9047,0,0
9048,4,4
9049,1,1
9050,0,0
9051,14,14
9052,4,4
9053,11,11
9054,6,6
9055,0,0
9056,0,0
9057,0,0
9058,0,0
9059,8,14
9060,5,5
9061,6,3
9062,6,6
9063,0,14
9064,3,0
9065,0,0
9066,0,0
9067,3,3
9068,0,0
9069,0,0
9070,8,14
9071,1,9
9072,3,0
9073,8,0
9074,0,0
9075,0,0
9076,0,0
9077,0,0
9078,0,4
9079,4,8
9080,0,0
9081,0,5
9082,0,4
9083,0,0
9084,0,0
9085,0,15
9086,6,6
9087,0,9
9088,1,14
9089,0,2
9090,0,4
9091,0,0
9092,8,8
9093,0,0
9094,8,8
9095,8,14
9096,0,0
9097,14,8
9098,0,0
9099,0,0
9100,8,14
9101,8,14
9102,8,8
9103,7,14
9104,8,0
9105,0,0
9106,8,15
9107,0,5
9108,0,0
9109,0,0
9110,0,0
9111,0,0
9112,0,0
9113,0,0
9114,1,9
9115,0,0
9116,0,1
9117,8,14
9118,0,0
9119,6,6
9120,8,4
9121,0,0
9122,0,0
9123,0,0
9124,0,0
9125,0,0
9126,9,8
9127,0,0
9128,8,4
9129,0,0
9130,0,0
9131,1,0
9132,0,0
9133,0,0
9134,0,0
9135,0,4
9136,6,6
9137,0,0
9138,0,0
9139,8,14
9140,9,9
9141,0,0
9142,1,5
9143,0,0
9144,0,0
9145,6,6
9146,0,4
9147,0,3
9148,1,1
9149,0,6
9150,8,8
9151,8,0
9152,0,0
9153,8,14
9154,0,0
9155,1,0
9156,6,6
9157,0,0
9158,0,4
9159,4,8
9160,7,14
9161,0,0
9162,0,0
9163,0,0
9164,0,4
9165,1,8
9166,8,8
9167,0,4
9168,0,0
9169,0,0
9170,0,0
9171,0,0
9172,0,0
9173,9,4
9174,0,0
9175,5,5
9176,0,0
9177,0,1
9178,0,14
9179,8,8
9180,8,14
9181,0,15
9182,9,9
9183,0,0
9184,0,0
9185,4,3
9186,0,4
9187,4,10
9188,0,0
9189,0,4
9190,1,8
9191,8,14
9192,0,0
9193,0,0
9194,0,0
9195,0,0
9196,0,8
9197,3,3
9198,0,1
9199,1,9
9200,0,0
9201,4,4
9202,0,0
9203,1,9
9204,9,9
9205,0,0
9206,0,0
9207,4,4
9208,13,10
9209,0,0
9210,0,0
9211,6,6
9212,0,8
9213,0,0
9214,3,3
9215,0,0
9216,8,15
9217,5,0
9218,0,5
9219,0,0
9220,0,4
9221,9,15
9222,0,0
9223,0,0
9224,0,0
9225,0,0
9226,8,0
9227,0,0
9228,0,0
9229,13,13
9230,0,0
9231,0,0
9232,6,6
9233,15,15
9234,0,0
9235,1,9
9236,0,4
9237,0,0
9238,0,8
9239,1,15
9240,3,3
9241,5,0
9242,0,15
9243,0,0
9244,0,0
9245,1,15
9246,0,0
9247,0,2
9248,0,0
9249,9,15
9250,0,0
9251,0,0
9252,0,0
9253,0,4
9254,15,0
9255,7,8
9256,0,0
9257,0,0
9258,0,4
9259,0,1
9260,0,0
9261,0,3
9262,8,9
9263,4,8
9264,0,0
9265,0,0
9266,0,4
9267,8,8
9268,0,0
9269,0,0
9270,5,4
9271,0,0
9272,5,5
9273,0,0
9274,0,0
9275,0,4
9276,0,0
9277,0,0
9278,1,3
9279,0,0
9280,0,15
9281,0,0
9282,0,4
9283,0,0
9284,0,0
9285,0,0
9286,0,0
9287,0,0
9288,4,4
9289,0,0
9290,0,8
9291,9,9
9292,0,0
9293,0,0
9294,0,0
9295,0,0
9296,0,8
9297,9,9
9298,8,8
9299,13,2
9300,0,0
9301,4,4
9302,0,0
9303,4,8
9304,8,8
9305,3,3
9306,0,0
9307,0,0
9308,0,8
9309,13,2
9310,8,8
9311,8,8
9312,1,0
9313,4,4
9314,8,14
9315,0,0
9316,0,0
9317,0,0
9318,0,0
9319,0,0
9320,0,0
9321,8,4
9322,0,0
9323,0,4
9324,0,0
9325,0,8
9326,1,2
9327,0,0
9328,0,0
9329,0,0
9330,4,4
9331,0,0
9332,8,8
9333,0,0
9334,0,0
9335,0,4
9336,14,14
9337,1,9
9338,0,0
9339,0,8
9340,14,11
9341,8,3
9342,0,4
9343,0,0
9344,0,0
9345,13,13
9346,7,8
9347,0,0
9348,8,8
9349,0,0
9350,0,0
9351,0,0
9352,0,14
9353,0,0
9354,1,9
9355,0,0
9356,0,0
9357,0,0
9358,0,8
9359,8,8
9360,8,8
9361,0,0
9362,0,0
9363,0,0
9364,14,8
9365,3,15
9366,13,13
9367,8,4
9368,0,0
9369,0,0
9370,4,4
9371,1,0
9372,0,0
9373,0,0
9374,0,0
9375,0,0
9376,8,8
9377,0,0
9378,0,4
9379,0,0
9380,0,0
9381,0,0
9382,0,0
9383,3,8
9384,0,0
9385,0,4
9386,0,0
9387,1,2
9388,0,0
9389,0,0
9390,0,0
9391,0,0
9392,8,8
9393,1,6
9394,0,8
9395,0,0
9396,3,3
9397,13,13
9398,13,13
9399,1,15
9400,5,5
9401,0,0
9402,0,0
9403,4,4
9404,0,0
9405,0,4
9406,0,0
9407,1,0
9408,0,0
9409,0,0
9410,8,8
9411,0,0
9412,0,0
9413,0,0
9414,0,0
9415,0,0
9416,13,13
9417,13,15
9418,0,4
9419,0,0
9420,3,14
9421,0,0
9422,1,15
9423,0,6
9424,0,0
9425,5,5
9426,3,15
9427,0,0
9428,3,8
9429,4,4
9430,8,4
9431,0,0
9432,8,14
9433,8,8
9434,0,0
9435,0,0
9436,0,0
9437,0,0
9438,8,0
9439,4,8
9440,0,0
9441,0,0
9442,0,4
9443,3,15
9444,0,0
9445,8,8
9446,8,8
9447,0,0
9448,0,0
9449,0,0
9450,0,0
9451,0,0
9452,0,0
9453,0,15
9454,8,4
9455,10,10
9456,0,0
9457,1,4
9458,0,0
9459,0,0
9460,8,8
9461,9,9
9462,0,14
9463,0,0
9464,0,0
9465,0,0
9466,0,0
9467,13,13
9468,5,5
9469,0,0
9470,3,3
9471,3,3
9472,15,8
9473,0,0
9474,0,0
9475,14,14
9476,8,15
9477,14,14
9478,0,3
9479,15,8
9480,0,15
9481,0,0
9482,1,9
9483,15,15
9484,5,5
9485,0,0
9486,8,8
9487,8,8
9488,8,8
9489,0,0
9490,8,8
9491,3,10
9492,0,0
9493,8,14
9494,4,4
9495,0,0
9496,0,0
9497,8,14
9498,2,3
9499,3,3
9500,4,4
9501,0,0
9502,13,13
9503,5,0
9504,0,0
9505,0,0
9506,0,0
9507,0,0
9508,0,0
9509,15,3
9510,0,15
9511,13,8
9512,4,4
9513,1,0
9514,8,4
9515,0,0
9516,0,0
9517,0,0
9518,1,0
9519,0,0
9520,0,0
9521,0,0
9522,8,15
9523,8,14
9524,0,0
9525,0,0
9526,0,0
9527,8,8
9528,5,5
9529,0,0
9530,0,0
9531,15,15
9532,0,8
9533,5,5
9534,0,0
9535,0,0
9536,0,0
9537,0,0
9538,0,2
9539,13,13
9540,3,15
9541,15,0
9542,15,2
9543,0,8
9544,0,0
9545,0,0
9546,0,0
9547,0,0
9548,13,13
9549,8,8
9550,0,0
9551,0,0
9552,0,0
9553,8,4
9554,3,3
9555,3,3
9556,0,0
9557,0,0
9558,0,0
9559,0,0
9560,0,0
9561,0,0
9562,0,0
9563,0,0
9564,13,15
9565,0,0
9566,15,3
9567,0,0
9568,0,0
9569,0,0
9570,0,0
9571,0,0
9572,4,4
9573,0,0
9574,13,15
9575,1,0
9576,0,0
9577,0,0
9578,0,0
9579,0,8
9580,3,3
9581,8,8
9582,0,0
9583,0,0
9584,0,0
9585,0,0
9586,1,15
9587,0,0
9588,0,0
9589,0,15
9590,0,4
9591,8,8
9592,8,14
9593,0,4
9594,13,4
9595,0,0
9596,0,0
9597,0,0
9598,0,4
9599,13,13
9600,3,3
9601,3,3
9602,5,4
9603,0,0
9604,0,0
9605,0,0
9606,9,4
9607,0,4
9608,0,0
9609,5,5
9610,1,1
9611,0,0
9612,0,4
9613,0,0
9614,8,8
9615,1,1
9616,8,4
9617,0,0
9618,0,4
9619,0,0
9620,0,0
9621,5,5
9622,0,0
9623,0,0
9624,0,0
9625,0,0
9626,0,0
9627,0,0
9628,0,0
9629,13,13
9630,8,8
9631,5,5
9632,0,0
9633,8,8
9634,13,10
9635,0,0
9636,0,0
9637,5,5
9638,0,0
9639,2,2
9640,14,6
9641,0,0
9642,0,0
9643,15,8
9644,8,4
9645,0,1
9646,0,0
9647,0,0
9648,8,4
9649,0,8
9650,0,0
9651,0,0
9652,5,5
9653,0,0
9654,13,13
9655,13,15
9656,0,0
9657,0,0
9658,8,4
9659,0,0
9660,0,0
9661,0,0
9662,8,8
9663,5,4
9664,0,0
9665,14,8
9666,8,8
9667,0,0
9668,0,0
9669,0,0
9670,0,0
9671,0,0
9672,5,5
9673,0,0
9674,3,3
9675,0,0
9676,0,0
9677,0,0
9678,0,0
9679,0,0
9680,0,0
9681,8,4
9682,0,0
9683,0,0
9684,0,0
9685,8,14
9686,8,8
9687,0,0
9688,15,0
9689,0,0
9690,0,0
9691,0,0
9692,13,8
9693,5,5
9694,5,5
9695,4,4
9696,0,11
9697,0,0
9698,0,0
9699,8,8
9700,0,0
9701,0,0
9702,0,0
9703,0,0
9704,13,13
9705,13,13
9706,13,13
9707,13,13
9708,0,0
9709,0,0
9710,0,0
9711,0,0
9712,0,0
9713,13,13
9714,8,8
9715,0,0
9716,0,11
9717,4,4
9718,1,0
9719,0,0
9720,0,0
9721,0,0
9722,0,0
9723,1,9
9724,0,0
9725,5,5
9726,0,0
9727,0,0
9728,0,0
9729,13,13
9730,0,0
9731,0,0
9732,0,0
9733,0,0
9734,0,0
9735,5,5
9736,0,0
9737,0,4
9738,13,2
9739,0,8
9740,0,0
9741,8,8
9742,0,0
9743,0,0
9744,8,8
9745,13,13
9746,0,0
9747,0,11
9748,1,4
9749,0,0
9750,8,8
9751,4,4
9752,0,0
9753,0,11
9754,0,0
9755,8,4
9756,0,0
9757,0,0
9758,8,2
9759,13,13
9760,13,13
9761,9,9
9762,1,0
9763,0,0
9764,0,4
9765,0,0
9766,8,4
9767,5,5
9768,0,0
9769,11,11
9770,0,0
9771,0,0
9772,0,0
9773,8,11
9774,13,13
9775,8,8
9776,0,0
9777,0,4
9778,15,4
9779,0,0
9780,5,5
9781,0,0
9782,0,11
9783,0,8
9784,0,0
9785,0,0
9786,0,0
9787,0,0
9788,0,0
9789,5,5
9790,0,0
9791,0,0
9792,0,0
9793,0,0
9794,0,0
9795,0,0
9796,0,0
9797,0,0
9798,0,4
9799,5,5
9800,0,0
9801,0,0
9802,0,0
9803,1,9
9804,13,8
9805,0,0
9806,0,0
9807,13,4
9808,13,13
9809,13,13
9810,13,2
9811,0,0
9812,0,0
9813,0,4
9814,0,0
9815,5,5
9816,0,4
9817,0,8
9818,8,11
9819,5,5
9820,0,0
9821,0,11
9822,8,8
9823,3,15
9824,13,15
9825,13,8
9826,5,5
9827,0,0
9828,0,1
9829,0,0
9830,0,4
9831,0,0
9832,0,0
9833,0,0
9834,3,8
9835,8,4
9836,8,8
9837,0,0
9838,8,8
9839,0,0
9840,8,4
9841,13,8
9842,13,15
9843,8,15
9844,0,14
9845,0,0
9846,0,0
9847,0,4
9848,13,4
9849,8,8
9850,0,0
9851,0,0
9852,0,0
9853,0,0
9854,0,4
9855,5,5
9856,13,13
9857,13,13
9858,5,5
9859,0,0
9860,0,0
9861,0,0
9862,1,1
9863,0,4
9864,5,5
9865,0,0
9866,0,0
9867,3,3
9868,13,13
9869,0,0
9870,0,0
9871,0,11
9872,13,13
9873,0,0
9874,0,0
9875,5,5
9876,0,0
9877,0,0
9878,15,15
9879,15,15
9880,0,0
9881,0,5
9882,0,0
9883,0,15
9884,0,0
9885,0,0
9886,0,4
9887,0,0
9888,0,0
9889,8,14
9890,0,0
9891,0,11
9892,0,8
9893,3,3
9894,0,0
9895,0,0
9896,0,0
9897,0,0
9898,0,0
9899,0,0
9900,13,14
9901,8,4
9902,0,0
9903,1,1
9904,13,13
9905,0,0
9906,0,0
9907,14,6
9908,8,15
9909,5,5
9910,0,0
9911,0,0
9912,13,13
9913,0,0
9914,13,13
9915,8,8
9916,0,0
9917,0,0
9918,0,0
9919,0,4
9920,4,4
9921,13,13
9922,5,5
9923,0,0
9924,0,0
9925,0,0
9926,0,3
9927,8,8
9928,8,8
9929,0,0
9930,0,0
9931,0,0
9932,0,0
9933,8,15
9934,0,0
9935,0,0
9936,0,0
9937,13,15
9938,0,5
9939,0,0
9940,5,5
9941,0,0
9942,0,0
9943,0,0
9944,0,0
9945,8,0
9946,0,0
9947,8,8
9948,0,4
9949,0,0
9950,0,0
9951,0,8
9952,0,0
9953,0,0
9954,2,2
9955,0,0
9956,0,0
9957,0,0
9958,13,8
9959,0,0
9960,0,0
9961,8,8
9962,5,0
9963,0,0
9964,8,4
9965,13,13
9966,0,0
9967,13,15
9968,8,8
9969,8,15
9970,0,0
9971,0,0
9972,13,13
9973,0,0
9974,0,0
9975,0,0
9976,0,0
9977,4,4
9978,0,8
9979,8,8
9980,15,0
9981,13,0
9982,0,4
9983,8,13
9984,0,0
9985,0,0
9986,8,13
9987,8,8
9988,8,15
9989,0,0
9990,2,2
9991,0,0
9992,4,4
9993,13,13
9994,13,13
9995,0,0
9996,0,0
9997,0,0
9998,0,0
9999,0,0
10000,0,0
10001,5,5
10002,0,0
10003,0,0
10004,0,0
10005,13,13
10006,0,0
10007,0,0
10008,0,0
10009,0,0
10010,1,9
10011,13,13
10012,0,0
10013,0,0
10014,8,2
10015,0,0
10016,13,2
10017,0,0
10018,0,5
10019,2,11
10020,0,11
10021,0,4
10022,13,13
10023,13,13
10024,0,0
10025,4,4
10026,0,4
10027,0,4
10028,8,4
10029,0,4
10030,0,0
10031,0,0
10032,0,0
10033,13,13
10034,0,0
10035,0,0
10036,13,13
10037,13,13
10038,8,4
10039,13,4
10040,15,3
10041,8,4
10042,5,5
10043,0,0
10044,0,0
10045,15,5
10046,0,0
10047,0,0
10048,0,0
10049,0,0
10050,13,15
10051,15,15
10052,0,0
10053,5,5
10054,0,0
10055,0,0
10056,0,0
10057,0,0
10058,15,0
10059,0,0
10060,0,0
10061,0,0
10062,0,0
10063,0,0
10064,8,4
10065,13,13
10066,13,15
10067,13,13
10068,13,13
10069,13,13
10070,0,0
10071,8,8
10072,13,13
10073,8,14
10074,3,3
10075,8,11
10076,0,0
10077,0,4
10078,14,14
10079,0,0
10080,0,0
10081,0,0
10082,8,8
10083,0,0
10084,0,0
10085,8,0
10086,0,0
10087,2,2
10088,8,0
10089,3,8
10090,0,0
10091,0,0
10092,0,0
10093,13,13
10094,8,8
10095,13,15
10096,0,0
10097,11,11
10098,0,0
10099,13,15
10100,0,0
10101,0,0
10102,0,0
10103,13,13
10104,0,0
10105,1,15
10106,13,15
10107,4,4
10108,0,0
10109,0,0
10110,0,0
10111,8,0
10112,0,0
10113,14,14
10114,8,8
10115,9,15
10116,8,8
10117,0,0
10118,3,3
10119,8,4
10120,0,0
10121,0,0
10122,0,0
10123,0,0
10124,0,0
10125,0,0
10126,0,0
10127,0,5
10128,0,4
10129,0,0
10130,0,0
10131,0,3
10132,0,0
10133,0,0
10134,0,0
10135,13,13
